user_id,reward_date,reward_amount
4562,2024-04-21,7800
4563,2024-11-24,5400
4564,2024-01-26,2300
4565,2024-04-01,4600
4566,2024-11-29,5600
4569,2024-02-28,8800
4571,2024-07-04,4600
4572,2024-09-06,3700
4573,2024-03-30,2000
4574,2024-10-05,3400
4575,2024-10-12,8200
4576,2024-04-28,1500
4578,2024-03-24,4200
4580,2024-08-30,2200
4583,2024-10-20,4800
4592,2024-03-24,8300
4593,2024-07-05,9900
4596,2024-08-28,6600
4597,2024-10-04,3200
4598,2024-04-02,7100
4602,2024-10-21,9400
4605,2024-10-09,4100
4606,2024-11-25,9800
4608,2024-03-16,4800
4609,2024-12-23,9600
4611,2024-05-07,9600
4612,2024-02-01,9200
4614,2024-02-17,7800
4615,2024-04-02,9300
4619,2024-04-27,9900
4621,2024-11-15,2100
4622,2024-10-10,7300
4624,2024-09-12,5500
4625,2024-12-15,5700
4626,2024-09-12,2700
4629,2024-08-27,4700
4630,2024-07-12,1800
4631,2024-02-15,1800
4632,2024-04-26,8700
4633,2024-10-22,3200
4636,2024-12-19,2500
4638,2024-09-01,4500
4640,2024-10-27,2700
4641,2024-12-20,2300
4642,2024-05-02,4600
4643,2024-11-13,6700
4644,2024-02-27,5800
4645,2024-09-22,8800
4646,2024-10-04,3100
4649,2024-11-19,8800
4650,2024-03-10,3000
4651,2024-01-25,8200
4652,2024-09-24,2800
4653,2024-06-27,6300
4654,2024-11-10,4800
4656,2024-03-07,9900
4658,2024-07-26,2200
4659,2024-03-19,1200
4661,2024-07-12,1200
4662,2024-08-13,5800
4664,2024-11-06,5700
4668,2024-11-05,4800
4670,2024-09-14,7300
4671,2024-05-21,6800
4674,2024-02-16,4900
4675,2024-06-05,4900
4676,2024-11-22,5800
4677,2024-01-22,1400
4682,2024-04-05,1300
4683,2024-12-12,8500
4684,2024-04-22,5700
4685,2024-10-14,9900
4686,2024-05-27,5500
4689,2024-07-24,4900
4690,2024-12-28,6800
4691,2024-05-22,4200
4693,2024-05-12,3700
4694,2024-07-15,3700
4697,2024-07-09,9900
4699,2024-02-23,5100
4701,2024-04-05,4900
4702,2024-01-30,1700
4705,2024-06-05,3300
4708,2024-03-15,9800
4709,2024-10-30,9700
4710,2024-08-31,1300
4711,2024-06-07,9500
4712,2024-06-22,6700
4713,2024-04-08,5400
4714,2024-10-04,3700
4718,2025-01-03,9200
4720,2024-12-05,3200
4725,2024-03-29,4600
4726,2024-01-06,7100
4727,2024-12-07,4500
4729,2024-10-04,7500
4731,2024-02-18,9300
4734,2024-12-10,2900
4739,2024-05-19,5200
4740,2024-08-17,5600
4745,2024-03-30,9400
4747,2024-03-13,7900
4753,2024-09-07,5900
4755,2024-11-16,1200
4756,2024-11-17,1700
4757,2024-01-06,4700
4758,2024-10-14,2400
4759,2024-06-24,4000
4761,2024-06-28,9900
4763,2024-10-08,1000
4764,2024-04-02,7800
4768,2024-02-13,8600
4771,2024-01-06,2900
4772,2024-05-31,7700
4773,2024-04-02,2000
4774,2024-11-01,1100
4775,2024-05-07,5900
4776,2024-11-02,1700
4777,2024-01-09,3200
4779,2024-04-01,9200
4780,2024-03-29,8500
4781,2024-01-31,1500
4782,2024-03-11,4100
4783,2024-07-29,5200
4784,2024-04-23,1000
4785,2024-06-05,6400
4787,2024-11-20,9600
4788,2024-12-03,6700
4789,2024-07-03,9100
4790,2024-05-05,7400
4791,2024-02-16,9400
4792,2024-12-16,9500
4793,2024-01-26,5900
4795,2024-04-25,8900
4800,2024-08-23,3900
4803,2024-12-04,9500
4804,2024-03-14,3200
4805,2024-10-29,4200
4808,2024-12-21,5800
4811,2024-03-08,2800
4812,2024-11-12,2800
4815,2024-10-15,8500
4816,2024-12-10,9700
4817,2024-12-04,9800
4818,2024-11-01,9400
4820,2024-03-19,2300
4822,2024-04-18,7000
4823,2024-05-24,4200
4825,2024-07-22,5000
4826,2024-03-04,9000
4827,2024-09-11,9900
4829,2024-04-26,9300
4830,2024-07-07,3700
4834,2024-03-05,6800
4835,2024-07-24,6600
4836,2024-02-04,5900
4837,2024-05-20,1500
4839,2024-01-23,9400
4840,2024-04-15,1300
4843,2024-05-16,1800
4846,2024-05-26,8800
4852,2024-05-24,7300
4856,2024-03-15,5600
4858,2024-12-16,9800
4859,2024-12-04,1900
4860,2024-11-27,5900
4861,2024-08-18,1600
4862,2024-10-26,1100
4865,2024-04-27,3800
4869,2024-08-08,4000
4870,2024-10-26,8400
4871,2024-05-25,3900
4872,2024-02-24,2500
4874,2024-04-03,9100
4879,2024-05-15,1100
4882,2024-06-24,1100
4883,2024-10-25,1500
4884,2024-03-10,3100
4886,2024-11-23,7300
4888,2024-09-09,9000
4889,2024-01-18,7300
4893,2024-08-12,9200
4894,2024-04-01,5300
4896,2024-02-02,6500
4898,2024-04-24,2100
4899,2024-02-06,7800
4901,2024-01-10,6100
4902,2024-07-01,5200
4904,2024-04-25,4200
4906,2024-03-08,5400
4908,2024-03-23,2600
4910,2024-07-26,4400
4911,2024-11-21,5200
4912,2024-07-27,7300
4913,2024-07-18,4300
4914,2024-03-14,8300
4915,2024-03-10,2700
4916,2024-12-03,2500
4917,2024-05-02,1100
4919,2024-10-08,2300
4920,2024-05-07,6200
4921,2024-12-21,1700
4925,2024-01-24,4900
4926,2024-04-10,9300
4929,2024-10-02,9200
4932,2024-05-12,6500
4933,2024-12-19,7500
4934,2024-06-18,7300
4935,2024-06-30,4300
4936,2024-05-11,7300
4937,2024-12-01,3400
4939,2024-10-09,2800
4940,2024-10-31,1600
4945,2024-10-24,1600
4948,2024-10-04,2700
4950,2024-11-13,3000
4951,2024-06-01,4800
4952,2024-01-28,2500
4953,2024-05-31,5900
4955,2024-06-19,5100
4958,2024-08-22,4700
4959,2024-03-17,9300
4960,2024-10-07,3000
4961,2024-07-23,7000
4962,2024-03-21,6800
4964,2024-10-07,2800
4966,2024-03-26,5600
4968,2024-09-22,7600
4970,2024-06-11,2800
4971,2024-06-25,5000
4972,2024-11-30,3200
4973,2024-07-17,9500
4975,2024-04-05,1100
4976,2024-06-18,6100
4977,2024-02-22,1700
4978,2024-03-19,1400
4979,2024-01-06,1500
4980,2024-01-23,4900
4982,2024-04-02,3400
4983,2024-09-05,4400
4984,2024-11-10,4500
4986,2024-03-03,7800
4987,2024-09-26,9600
4988,2024-08-09,2400
4989,2024-09-26,4600
4990,2024-10-10,5300
4992,2024-08-02,8800
4994,2024-08-31,7600
4995,2024-02-01,8400
4996,2024-11-27,8300
4997,2024-02-17,5500
5002,2024-06-29,6300
5003,2024-11-13,8100
5007,2024-10-17,3700
5009,2024-03-12,5200
5010,2024-06-08,6900
5011,2024-03-10,8600
5012,2024-09-22,9900
5015,2024-03-18,4300
5018,2024-05-02,8400
5019,2024-07-27,1600
5023,2024-12-20,1400
5024,2024-09-23,7700
5025,2024-12-08,5600
5026,2024-07-18,1600
5035,2024-03-06,4600
5036,2024-05-21,3000
5040,2024-12-06,1300
5041,2024-10-11,1800
5042,2024-08-12,7700
5044,2024-09-02,3100
5046,2024-08-16,1600
5048,2024-07-15,6700
5049,2024-05-11,6300
5051,2024-03-21,2300
5052,2024-10-25,3100
5054,2024-02-06,6100
5056,2024-08-30,4600
5057,2024-06-12,7100
5058,2024-04-20,7900
5059,2024-07-24,8800
5060,2024-05-13,4700
5061,2024-12-12,7100
5062,2024-12-11,9700
5063,2024-07-06,8300
5064,2024-05-03,1300
5065,2024-10-01,5100
5067,2024-06-28,3600
5068,2024-05-11,3500
5070,2024-01-08,2400
5071,2024-07-29,9200
5072,2024-10-02,6000
5073,2024-06-28,8100
5074,2024-02-06,7700
5077,2024-08-18,7600
5079,2024-07-01,7600
5081,2024-02-06,8200
5082,2024-02-12,1900
5083,2024-11-05,4700
5084,2024-04-03,3000
5085,2024-03-20,9300
5087,2024-10-13,9500
5089,2024-08-02,4900
5091,2024-01-17,2800
5092,2024-01-26,3900
5094,2024-02-19,7400
5096,2024-06-12,1500
5097,2024-11-07,6200
5099,2024-06-09,4600
5100,2024-01-19,2100
5101,2024-06-20,6600
5108,2024-02-09,1900
5109,2024-10-10,4400
5110,2024-12-26,3000
5112,2024-11-14,9700
5114,2024-09-17,7900
5115,2024-04-18,4500
5116,2024-08-22,3200
5118,2024-07-01,7800
5120,2024-04-19,2900
5123,2024-01-25,2900
5124,2024-06-30,1900
5127,2024-07-21,4800
5128,2024-04-06,8400
5129,2024-05-08,3500
5131,2024-08-01,9300
5132,2024-07-11,4600
5133,2024-02-11,7200
5134,2024-01-15,5800
5136,2024-05-23,9300
5137,2024-08-12,5100
5138,2024-02-04,2300
5140,2024-12-10,3300
5143,2024-08-04,4900
5144,2024-10-10,4600
5145,2024-06-01,1000
5146,2024-11-26,9700
5148,2024-12-02,6300
5149,2024-08-18,1900
5150,2024-02-21,7300
5152,2024-03-22,2700
5155,2024-09-10,1400
5156,2024-04-25,8600
5157,2024-03-10,3500
5158,2024-10-11,4900
5161,2024-08-19,5800
5162,2024-01-21,9500
5163,2024-05-02,6900
5164,2024-06-25,6000
5165,2024-02-27,6300
5166,2025-01-01,2400
5167,2024-03-26,3400
5168,2024-02-23,2200
5169,2024-03-23,9300
5173,2024-01-13,2000
5175,2024-06-20,5300
5177,2024-11-24,5700
5180,2024-12-07,3600
5183,2024-02-21,5100
5186,2024-12-15,7100
5189,2024-12-11,6700
5192,2024-09-16,7200
5194,2024-12-09,5000
5195,2024-03-18,8400
5201,2024-04-28,1700
5202,2024-12-31,8200
5204,2024-09-21,1500
5205,2024-12-27,5700
5206,2024-05-21,3900
5207,2024-10-25,5400
5208,2024-06-12,2800
5209,2024-11-19,4300
5210,2024-03-14,2800
5213,2024-05-03,5400
5214,2024-10-06,6200
5215,2024-05-30,4200
5216,2024-08-11,6900
5218,2024-10-02,9600
5219,2024-03-26,3000
5220,2024-01-29,7400
5221,2024-04-25,1600
5222,2024-06-30,1100
5225,2024-06-02,2700
5226,2024-01-23,2100
5227,2024-08-06,2100
5229,2024-02-28,1100
5231,2024-09-07,5900
5232,2024-06-11,9700
5233,2024-09-18,7800
5235,2024-07-07,9600
5236,2024-01-12,4100
5238,2024-09-06,2400
5241,2024-12-27,5000
5242,2024-06-04,5000
5243,2024-07-05,1300
5244,2024-12-03,5100
5245,2024-09-20,3100
5247,2024-10-25,4200
5248,2024-11-15,4200
5249,2024-06-18,2000
5250,2024-06-25,7700
5254,2024-02-06,1400
5255,2024-11-17,5000
5256,2024-06-30,8900
5258,2024-07-22,4800
5260,2024-11-23,2400
5262,2024-10-31,4500
5263,2024-07-31,8400
5267,2024-04-23,5000
5269,2024-11-11,2000
5270,2024-04-25,3400
5271,2024-03-13,4900
5272,2024-02-23,5900
5273,2024-04-26,2800
5274,2024-10-18,4800
5275,2024-06-30,2100
5278,2024-05-07,8400
5280,2024-05-12,3700
5281,2025-01-01,6100
5283,2024-03-11,2900
5284,2024-11-24,7200
5285,2024-06-22,1400
5286,2024-09-22,3600
5289,2024-02-10,6200
5291,2024-04-21,2800
5292,2024-03-14,7100
5294,2024-01-14,8100
5296,2024-02-22,1900
5297,2024-06-26,9900
5298,2024-08-11,8300
5300,2024-01-13,6100
5307,2024-06-27,9000
5308,2024-05-30,7400
5310,2024-11-27,9900
5311,2024-05-10,8900
5312,2024-08-20,2700
5313,2024-12-10,1800
5314,2024-12-25,3800
5316,2024-06-20,7100
5317,2024-04-17,9800
5320,2024-08-04,1300
5321,2024-04-22,4900
5323,2024-06-03,5600
5327,2024-02-08,2400
5329,2024-06-18,4400
5330,2024-07-14,9100
5333,2024-02-08,3100
5339,2024-12-04,7200
5341,2024-10-27,6300
5342,2024-12-20,1600
5343,2024-02-05,6700
5345,2024-12-24,7300
5347,2024-01-08,8200
5349,2024-06-17,6300
5350,2024-09-12,8800
5352,2025-01-03,3000
5353,2024-04-17,3000
5354,2024-07-23,2900
5356,2024-06-01,2800
5357,2024-03-05,6500
5358,2024-12-27,5100
5359,2024-11-13,1500
5360,2024-07-04,1600
5361,2024-08-16,4300
5363,2024-07-23,6400
5364,2024-09-19,4400
5367,2024-08-18,6600
5368,2024-05-18,9500
5369,2024-10-11,8200
5371,2024-05-26,9700
5373,2024-06-14,2900
5375,2024-07-01,3800
5376,2024-10-20,5700
5377,2024-08-03,6100
5382,2024-07-10,1700
5384,2024-01-10,8600
5385,2024-08-29,1100
5386,2024-07-11,2100
5388,2024-12-24,1500
5390,2024-11-15,5600
5391,2024-02-25,1600
5392,2024-07-29,1100
5395,2024-09-25,8600
5397,2024-02-10,1200
5398,2024-06-22,7400
5402,2024-12-21,4900
5403,2024-12-19,9600
5406,2024-11-25,3400
5407,2024-12-27,6800
5410,2024-07-17,7100
5412,2024-04-16,2100
5415,2024-01-24,2500
5417,2024-05-15,8600
5420,2024-05-02,4500
5422,2024-04-26,2000
5423,2024-12-29,9000
5426,2024-08-06,2500
5427,2024-12-29,8400
5428,2024-04-04,1500
5430,2024-09-25,1900
5431,2024-08-17,9300
5433,2024-09-09,9900
5435,2024-08-09,4000
5436,2024-10-02,9400
5438,2024-11-05,8000
5440,2024-11-08,3700
5441,2024-06-21,2300
5443,2024-02-21,9200
5445,2024-02-01,5000
5446,2024-03-21,6500
5447,2024-05-12,8300
5451,2024-04-20,5900
5455,2024-09-21,4100
5457,2024-05-21,1100
5459,2024-12-26,6200
5462,2024-04-03,7700
5464,2024-05-01,9800
5466,2024-07-06,1600
5467,2024-10-14,9500
5470,2024-05-18,5900
5471,2024-09-14,1400
5472,2024-04-30,8100
5473,2024-01-31,5700
5475,2024-01-06,3900
5477,2024-05-08,2400
5478,2024-09-13,2400
5479,2024-10-15,6600
5481,2024-10-31,4400
5485,2024-09-16,7200
5486,2025-01-01,7000
5489,2024-08-14,9000
5492,2024-10-07,4800
5493,2024-08-01,4500
5495,2024-06-27,3500
5497,2024-08-06,8100
5498,2024-11-26,1400
5499,2024-08-02,4500
5502,2024-01-28,9000
5503,2024-03-28,2500
5506,2024-03-10,9000
5507,2024-07-09,2600
5509,2024-04-09,4100
5511,2024-02-26,9500
5512,2024-12-07,5300
5514,2024-09-23,4100
5515,2024-02-14,4700
5518,2024-10-11,3300
5519,2024-02-17,4800
5520,2024-08-31,8700
5521,2024-11-03,4300
5523,2024-08-31,5800
5524,2024-06-19,6600
5528,2024-02-03,2700
5530,2024-04-23,4700
5531,2024-07-24,9400
5532,2024-02-22,8100
5534,2024-10-23,3800
5537,2024-03-02,4500
5538,2024-11-24,3300
5539,2024-07-19,1600
5540,2024-06-28,9400
5541,2024-02-14,5600
5542,2024-08-28,2300
5543,2024-11-16,7400
5544,2024-11-04,9500
5547,2024-02-18,5700
5548,2024-01-23,5200
5549,2024-04-08,1700
5551,2024-04-06,1600
5552,2024-05-28,6500
5554,2024-08-18,6500
5555,2024-11-02,9700
5556,2024-09-23,7000
5557,2024-02-17,7100
5558,2024-10-03,4300
5560,2024-08-23,2300
5563,2024-04-11,1300
5565,2024-12-10,2300
5567,2024-09-17,3600
5569,2024-11-08,5800
5570,2024-12-28,5200
5571,2024-12-30,6800
5572,2024-01-28,6000
5573,2024-11-02,8500
5575,2024-08-31,9200
5576,2024-02-21,9800
5578,2024-12-28,4400
5580,2024-06-15,7800
5581,2024-01-21,9800
5582,2024-05-19,4600
5583,2024-10-31,5300
5585,2024-06-20,7800
5586,2024-01-24,1400
5590,2024-08-25,6600
5591,2024-04-30,8400
5593,2024-02-03,5600
5594,2024-12-25,4000
5595,2024-05-15,9900
5597,2024-05-17,1400
5599,2024-09-03,7700
5600,2024-09-22,4300
5602,2024-05-03,4100
5603,2024-02-19,6900
5604,2024-08-31,2200
5605,2024-01-23,1600
5607,2024-11-17,8600
5609,2024-06-21,4200
5610,2024-06-19,2100
5611,2024-02-02,7800
5612,2024-09-07,6600
5614,2024-04-05,1600
5615,2024-06-07,6100
5619,2024-07-25,2300
5621,2024-02-10,2400
5623,2024-10-29,9200
5624,2024-10-11,7600
5625,2024-01-24,6600
5626,2024-11-05,2400
5628,2024-05-12,9500
5629,2024-07-24,9000
5631,2024-10-10,5200
5633,2024-03-11,1000
5634,2024-03-13,7300
5635,2024-03-10,5400
5636,2024-01-29,7700
5638,2024-11-08,3900
5641,2024-08-04,3200
5647,2024-01-17,2300
5649,2024-08-19,7900
5653,2024-03-24,2200
5656,2024-02-22,6000
5658,2024-11-13,3200
5660,2024-08-23,4200
5661,2024-03-13,7700
5663,2024-10-27,3300
5666,2024-10-19,5200
5667,2024-09-20,2100
5668,2024-11-06,9100
5669,2024-01-26,5500
5670,2024-10-03,2100
5673,2024-08-29,5700
5677,2024-08-04,6600
5680,2024-03-07,4900
5681,2024-04-04,5600
5685,2024-02-24,4500
5687,2024-07-08,3100
5689,2024-02-29,5900
5692,2024-03-07,7700
5694,2024-08-07,8600
5695,2024-10-07,8700
5696,2024-04-24,4800
5697,2024-06-14,6400
5698,2024-06-04,9600
5699,2024-12-31,8400
5700,2024-04-18,7400
5701,2024-04-20,3600
5704,2024-04-05,4200
5706,2024-04-10,3600
5708,2024-02-16,7900
5710,2024-12-04,4300
5711,2024-03-09,7600
5713,2024-06-17,8000
5714,2024-12-14,9300
5715,2024-09-11,4200
5716,2024-04-22,1600
5717,2024-03-13,7000
5718,2024-04-26,1200
5719,2024-02-09,1800
5720,2024-03-01,7600
5722,2024-06-08,6900
5723,2024-10-21,4300
5724,2024-02-23,4800
5725,2024-02-21,8800
5727,2024-03-16,1600
5728,2024-02-10,8500
5732,2024-05-14,5700
5737,2024-08-21,2700
5743,2024-11-06,6700
5744,2025-01-01,2600
5745,2024-03-08,4500
5750,2024-09-10,1400
5751,2024-04-02,5900
5753,2024-02-12,9200
5754,2024-10-17,2700
5756,2024-05-24,3300
5757,2024-08-20,4000
5758,2024-06-11,4700
5759,2024-06-12,3300
5760,2024-05-01,2200
5761,2024-10-13,6200
5765,2024-11-21,2000
5766,2024-10-01,3600
5767,2024-04-11,4000
5769,2024-04-10,5600
5770,2024-12-05,1200
5771,2024-08-23,2300
5773,2024-04-06,5000
5774,2024-09-22,8100
5776,2024-05-19,4800
5777,2024-08-22,3100
5778,2024-03-02,4000
5780,2024-03-29,4900
5781,2024-09-02,7100
5783,2024-08-07,9600
5785,2024-01-13,4000
5786,2024-12-04,6600
5788,2024-11-02,2500
5789,2025-01-07,6800
5790,2024-03-24,1800
5792,2024-09-03,9000
5793,2024-12-23,7600
5794,2024-12-09,6700
5795,2024-07-10,7600
5796,2024-10-21,6900
5798,2024-12-27,1300
5801,2024-04-25,1800
5802,2024-02-14,2500
5803,2024-04-18,9200
5806,2024-02-10,9600
5807,2024-05-08,6600
5808,2024-12-27,8500
5809,2024-08-21,8900
5810,2024-06-06,5500
5813,2024-11-02,9300
5818,2024-08-02,4400
5821,2024-11-09,2500
5822,2024-06-15,1200
5823,2024-09-22,9300
5825,2024-03-11,5100
5827,2024-08-27,8800
5828,2024-01-31,1600
5829,2024-05-15,1100
5830,2024-07-18,9200
5833,2024-10-29,2200
5841,2024-06-05,7000
5843,2024-02-11,5300
5844,2024-01-10,1700
5846,2024-03-31,9600
5847,2024-03-21,8900
5848,2024-09-30,9200
5849,2024-04-28,5000
5851,2024-03-04,8800
5852,2024-12-24,6200
5853,2024-11-12,7800
5856,2024-10-11,8100
5859,2024-01-14,8200
5860,2024-08-10,2800
5861,2024-06-24,4500
5862,2024-07-15,7600
5867,2024-10-03,9700
5868,2024-04-02,1200
5869,2024-10-26,9400
5871,2024-03-23,3400
5875,2024-06-05,7500
5877,2024-11-20,6300
5879,2024-06-17,6900
5881,2024-03-22,8400
5882,2024-08-20,1700
5885,2024-07-02,3000
5886,2024-07-01,1400
5889,2024-10-26,6600
5890,2024-06-16,3900
5892,2024-08-08,9900
5893,2024-07-07,7900
5894,2024-03-15,6100
5895,2024-06-25,2400
5896,2024-04-03,3800
5898,2024-05-06,1900
5899,2024-12-18,4600
5900,2024-07-18,4800
5902,2024-07-25,9500
5903,2024-02-25,7000
5904,2024-05-23,8300
5905,2024-02-13,5100
5906,2024-08-21,8000
5908,2024-10-13,3100
5914,2024-06-09,1200
5915,2024-07-10,9900
5917,2024-12-29,4500
5918,2024-09-03,9100
5919,2024-04-21,7600
5921,2024-02-18,6700
5922,2024-12-24,6400
5925,2024-04-04,3800
5926,2024-09-26,8600
5929,2024-08-16,1400
5931,2024-02-07,2400
5932,2024-05-09,3200
5933,2024-04-04,6800
5934,2025-01-02,9200
5935,2024-05-28,7000
5936,2024-09-30,1400
5938,2024-03-20,7700
5939,2024-04-03,5200
5940,2024-04-18,6700
5942,2024-04-02,7800
5945,2024-12-26,1100
5948,2024-01-08,5500
5949,2024-09-13,8700
5950,2024-11-01,7300
5953,2024-10-22,2200
5954,2024-08-17,5200
5957,2024-04-27,8900
5959,2024-10-16,8500
5960,2024-10-25,4600
5961,2024-06-02,1900
5963,2024-06-02,2500
5964,2024-10-15,3800
5966,2024-11-28,1400
5971,2024-10-24,3900
5972,2024-03-21,7400
5973,2024-10-26,2400
5975,2024-04-22,7900
5981,2024-08-31,4800
5982,2024-01-15,7600
5983,2024-12-25,2300
5984,2024-01-22,2100
5985,2024-03-01,1100
5986,2024-01-10,6800
5987,2024-07-30,4700
5988,2024-12-09,5100
5989,2024-09-06,1700
5992,2024-07-19,6500
5993,2024-06-21,3200
5994,2024-07-08,4800
5995,2024-02-03,3400
5997,2024-07-06,9100
5999,2024-07-03,3900
6000,2024-02-29,6000
6001,2024-08-30,1100
6002,2024-03-10,3300
6003,2024-11-21,2800
6004,2024-08-15,9600
6005,2024-03-05,2900
6006,2024-12-25,6400
6007,2024-07-14,7900
6009,2024-08-21,8000
6014,2024-07-09,2600
6017,2024-02-25,7400
6020,2024-02-09,5500
6021,2024-06-04,8700
6022,2024-11-10,8700
6025,2024-02-05,4700
6029,2024-09-23,4300
6030,2024-02-15,1300
6034,2024-03-29,3100
6035,2024-08-27,9400
6038,2024-11-19,4600
6039,2024-02-20,9000
6041,2024-08-07,3900
6042,2024-02-20,9500
6043,2024-06-10,2600
6044,2024-03-07,8100
6045,2024-09-20,2500
6046,2024-10-10,5400
6047,2024-02-11,3800
6048,2024-07-10,7200
6053,2024-07-18,4800
6054,2024-05-30,3600
6056,2024-07-06,5600
6057,2024-06-29,2600
6058,2024-07-03,7600
6059,2024-11-11,7400
6060,2024-11-01,4600
6061,2024-06-03,3200
6062,2024-05-06,9500
6063,2024-07-05,8400
6064,2024-08-06,2000
6067,2024-07-05,2100
6069,2024-02-15,6200
6071,2024-12-16,8000
6072,2024-04-28,5500
6073,2024-03-06,7700
6074,2024-06-26,1300
6076,2024-01-19,2100
6077,2024-04-30,6500
6079,2024-07-29,2300
6080,2024-05-19,9000
6082,2024-12-23,3800
6084,2024-04-10,3500
6085,2024-04-05,4900
6090,2024-01-16,3100
6091,2024-06-09,5200
6092,2024-10-14,9700
6093,2024-05-11,7800
6094,2024-07-29,7800
6096,2024-10-05,1400
6097,2024-01-28,9000
6100,2024-11-23,2800
6101,2024-05-10,3400
6102,2024-09-23,2000
6103,2024-05-02,6400
6104,2024-12-05,2000
6107,2024-07-03,9100
6110,2024-12-12,9900
6111,2024-12-25,4300
6113,2024-12-05,6300
6116,2024-09-18,3300
6119,2024-04-09,7400
6121,2024-01-22,4500
6122,2024-02-18,2600
6124,2025-01-05,3000
6126,2024-10-19,6700
6128,2024-04-22,5300
6132,2024-10-07,3400
6134,2024-02-03,5900
6136,2024-02-10,4300
6138,2024-12-13,8900
6139,2024-08-24,6400
6141,2024-06-25,3900
6143,2024-02-11,7900
6146,2024-03-06,7300
6147,2024-07-11,8300
6148,2024-07-02,6800
6149,2024-08-23,5900
6150,2024-12-13,9500
6151,2024-08-04,9200
6152,2024-07-24,1300
6155,2024-03-11,5100
6156,2024-01-14,9000
6160,2024-11-05,9500
6161,2024-03-01,5900
6162,2024-04-23,2100
6166,2024-07-06,5600
6168,2025-01-03,1900
6169,2024-01-24,4100
6171,2024-01-24,2200
6174,2024-11-05,1800
6175,2024-07-10,8100
6177,2024-07-26,2700
6181,2024-08-11,5800
6182,2024-03-22,2500
6183,2024-02-20,8000
6184,2024-12-23,9300
6185,2024-01-17,5400
6186,2024-10-26,9300
6188,2024-04-25,6200
6189,2024-02-27,9800
6191,2024-09-16,1700
6192,2024-08-30,8000
6193,2024-10-20,4900
6194,2024-12-13,3300
6195,2024-09-15,8600
6197,2024-04-03,6800
6198,2024-11-11,6900
6199,2024-03-26,4000
6202,2024-06-01,8000
6204,2024-08-31,5000
6205,2024-02-09,1600
6206,2024-12-19,1800
6208,2024-05-06,5100
6210,2024-01-24,2700
6212,2024-02-17,1800
6213,2024-06-03,2600
6214,2024-05-14,7200
6215,2024-10-12,6200
6216,2024-10-28,9700
6217,2024-03-02,8900
6223,2024-03-18,1100
6225,2024-02-12,1500
6227,2024-02-20,9200
6228,2024-12-31,7100
6229,2024-10-19,5300
6230,2024-05-29,5900
6232,2024-12-07,6600
6233,2024-07-29,9100
6235,2024-05-21,3200
6236,2024-11-12,4000
6238,2024-08-30,4400
6240,2024-12-01,4800
6241,2024-12-05,3500
6243,2024-07-20,4100
6244,2024-10-04,3700
6248,2024-10-22,4300
6249,2024-09-24,1300
6250,2024-02-06,3800
6251,2024-06-22,8700
6252,2024-03-06,8700
6254,2024-01-16,2400
6258,2024-09-04,9800
6259,2024-11-04,1600
6260,2024-03-25,2500
6262,2024-11-11,4100
6263,2024-02-29,9900
6268,2024-02-08,4300
6269,2024-04-24,7000
6270,2024-08-29,7000
6272,2024-12-13,4100
6273,2024-01-29,8200
6275,2024-08-08,9300
6276,2024-09-02,7300
6277,2024-04-11,5800
6280,2024-03-21,6000
6281,2024-10-31,4200
6283,2024-10-10,7000
6284,2024-09-21,4600
6285,2024-03-23,9100
6290,2024-06-16,9200
6295,2024-11-20,7500
6296,2024-11-19,1800
6298,2024-02-07,9400
6299,2024-09-23,2600
6300,2024-04-28,7600
6302,2024-06-15,6400
6303,2024-06-28,4000
6304,2024-10-13,6100
6305,2024-05-26,6400
6306,2024-06-16,9800
6308,2024-05-22,7900
6309,2024-07-12,1000
6313,2024-09-08,6400
6315,2024-04-19,7800
6316,2024-12-10,4900
6317,2024-09-28,7500
6318,2024-08-05,3200
6319,2024-08-27,2900
6320,2024-01-17,1400
6322,2024-07-12,8600
6323,2024-07-26,8900
6324,2024-05-16,3800
6325,2024-02-07,4500
6326,2024-03-16,2800
6327,2024-12-21,5000
6328,2024-06-01,2300
6329,2024-06-24,3100
6331,2024-01-21,5100
6332,2024-09-24,4600
6334,2024-07-13,6400
6335,2024-04-03,1900
6336,2024-09-30,7300
6337,2024-03-04,9700
6340,2024-04-21,4400
6341,2024-04-09,8100
6342,2024-08-25,7300
6345,2024-06-05,9200
6349,2024-08-10,4800
6351,2024-01-12,3600
6353,2024-01-17,3400
6354,2024-08-03,5300
6355,2024-12-10,4400
6356,2024-12-27,9300
6357,2024-07-20,9500
6359,2024-12-14,6000
6360,2024-09-06,5400
6362,2024-06-23,1500
6366,2024-08-05,1500
6368,2024-03-04,6800
6370,2024-11-06,3800
6371,2024-09-06,3600
6372,2024-05-08,5100
6374,2024-12-02,7700
6377,2024-10-05,8100
6378,2024-11-05,5300
6379,2024-12-28,2100
6382,2024-07-15,5100
6383,2024-01-19,3900
6384,2024-04-03,8000
6385,2024-06-22,4600
6387,2024-07-30,4000
6389,2024-04-20,6100
6390,2024-07-27,9100
6392,2024-06-08,6900
6394,2024-09-19,9500
6395,2024-12-31,7900
6396,2024-04-20,5200
6399,2024-06-18,1600
6400,2024-11-16,9600
6401,2024-09-11,4900
6406,2024-11-27,3200
6407,2024-05-05,6700
6408,2024-04-27,2600
6410,2024-12-12,4100
6411,2024-01-23,7000
6412,2024-05-12,7900
6413,2024-11-15,4200
